,Source Port,Destination Port,Packet Length,Packet Type,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Signature,Month_of_received,hour_of_the_day,day_of_the_week,is_weekend,Is_Private,protocol_ICMP,protocol_TCP,protocol_UDP,traffic_DNS,traffic_FTP,traffic_HTTP,Attack_Type_DDoS,Attack_Type_Intrusion,Attack_Type_Malware,Severity_High,Severity_Low,Severity_Medium,Segments_Segment A,Segments_Segment B,Segments_Segment C
9107,50564,23497,1325,0,0,10.23,1,0,3,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
9108,25409,11287,255,0,0,41.79,0,1,5,19,3,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
9109,23747,17129,995,1,0,11.21,0,1,6,10,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
9110,43664,39404,1364,0,0,48.68,1,0,5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
9111,5570,21980,786,1,1,24.9,0,0,4,14,3,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
9112,61339,28040,1373,0,1,35.9,1,0,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
9113,10162,14279,484,1,0,83.46,0,1,1,9,2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
9114,2988,48400,151,1,1,2.9,1,0,8,5,4,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
9115,46717,42584,1402,1,0,42.59,0,1,11,21,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
9116,44562,27981,341,1,0,51.84,0,1,10,19,4,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
9117,49705,10807,1002,1,0,30.6,0,0,4,22,3,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
9118,5581,33114,1184,0,0,67.32,1,1,4,12,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
9119,44888,13544,77,1,1,20.75,0,1,3,12,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
9120,6443,63437,396,0,1,54.3,0,0,10,15,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
9121,60249,27573,1448,0,0,6.89,0,1,8,14,4,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
9122,26702,21862,639,1,1,0.97,1,1,9,7,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
9123,42430,54243,522,0,1,78.81,1,0,11,2,3,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
9124,43778,54162,585,1,1,14.9,0,1,7,20,4,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
9125,52417,35895,910,1,1,50.79,1,1,8,12,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
9126,10387,53259,1111,1,0,16.37,1,1,9,5,4,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
9127,54393,11690,506,1,1,90.7,1,1,5,23,3,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
9128,19467,21055,1016,0,0,56.86,1,0,9,18,4,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
9129,56810,48354,543,0,1,91.67,0,1,8,12,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
9130,52897,38212,865,1,0,1.75,1,1,6,12,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
9131,65406,28590,1190,0,0,7.9,1,0,1,17,4,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
9132,52398,14107,996,0,1,53.32,0,1,10,6,5,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
9133,14742,4181,192,1,1,76.07,0,0,1,7,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
9134,38812,33393,1041,1,1,73.03,1,1,12,2,6,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
9135,12072,31139,1317,1,0,67.03,1,1,9,3,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
9136,43149,3059,250,0,0,83.55,1,1,6,22,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
9137,61153,40873,1321,1,1,47.99,1,0,4,23,6,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
9138,44520,55141,103,1,0,99.82,0,1,7,21,5,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
9139,42893,20228,1445,1,1,35.08,1,1,9,23,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
9140,2344,48350,1383,1,0,66.19,1,0,5,23,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
9141,35486,53073,1219,0,1,60.6,1,1,10,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
9142,13461,40308,829,0,1,94.69,0,0,5,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
9143,31115,52851,660,0,0,85.84,0,1,6,17,2,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
9144,34768,43228,1294,0,1,95.66,0,0,6,23,6,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
9145,59061,13956,597,1,0,7.96,1,1,1,12,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
9146,24744,20977,1340,1,1,35.07,0,0,11,9,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
9147,18944,41280,1218,1,0,95.29,1,0,2,8,4,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
9148,18694,25474,1225,1,1,56.55,1,1,5,18,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
9149,65200,3604,1462,1,0,36.54,0,0,3,5,6,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
9150,1235,19254,91,1,1,98.75,0,0,4,4,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
9151,21715,46661,695,1,0,69.47,0,0,11,16,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
9152,4188,38528,482,0,0,30.25,1,0,7,22,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
9153,18755,10288,214,0,0,61.76,0,1,3,8,6,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
9154,34910,46199,631,1,0,62.54,1,1,7,5,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
9155,59484,1981,370,0,0,7.33,0,1,1,10,6,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
9156,12078,57623,1173,0,1,82.19,0,0,1,4,6,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
9157,39396,7575,559,1,1,72.02,1,1,10,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
9158,12037,56933,78,1,1,32.61,1,0,7,8,4,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
9159,23572,56272,307,1,1,27.33,1,1,4,15,3,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
9160,19989,41199,875,1,0,48.39,0,1,9,7,6,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
9161,11930,14404,761,1,1,26.59,1,1,3,13,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
9162,57933,13274,1392,0,1,75.65,1,1,6,5,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
9163,24995,29904,1223,1,1,21.93,1,1,4,10,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
9164,49512,37898,820,1,0,21.46,1,0,3,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
9165,29748,16729,290,1,1,62.84,1,0,6,23,6,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
9166,26619,27511,1177,1,1,41.27,1,0,3,7,4,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
9167,29995,46056,908,1,1,39.72,1,0,10,12,3,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
9168,43755,18970,66,0,0,24.56,1,1,7,21,6,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
9169,23769,3496,1397,1,1,42.19,1,0,2,12,4,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
9170,16746,2617,1153,1,1,68.94,1,1,5,0,6,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
9171,45705,59281,172,1,1,62.01,1,1,9,3,4,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
9172,19359,44030,119,0,0,9.89,1,0,5,15,4,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
9173,7021,62903,1157,1,0,56.39,1,1,9,22,4,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
9174,48231,18020,562,0,1,20.11,0,1,7,6,3,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
9175,15974,31575,436,1,1,10.63,1,1,10,7,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
9176,54056,35443,373,0,0,64.8,0,1,5,12,3,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
9177,33167,49516,1116,1,0,57.45,1,1,12,18,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
9178,24556,40773,745,0,0,23.74,0,0,4,2,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
9179,23614,25648,1487,1,0,60.38,1,1,12,6,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
9180,45353,39082,809,0,0,9.25,0,0,3,8,3,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
9181,20340,54019,332,0,0,19.62,1,0,7,14,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
9182,44988,36938,1469,1,1,76.5,1,1,7,6,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
9183,33564,11362,233,0,1,84.83,1,0,12,6,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
9184,62963,46245,886,0,0,94.66,0,0,4,12,5,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
9185,7483,54000,953,1,1,67.33,1,1,9,1,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
9186,6842,1409,1313,1,0,12.45,1,1,10,19,4,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
9187,48282,31552,1394,1,1,62.4,0,1,9,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
9188,11591,49398,1210,1,1,90.29,1,1,4,19,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
9189,40703,44900,753,0,1,6.65,0,1,8,14,6,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
9190,41615,5394,694,1,1,75.98,0,0,4,14,4,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
9191,9526,14137,402,0,1,77.03,1,0,7,11,5,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
9192,29704,8270,555,0,0,6.3,0,1,5,4,6,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
9193,20010,38730,1421,1,0,57.53,0,0,6,22,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
9194,3652,1941,176,0,1,26.46,0,1,5,21,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
9195,43583,15897,1187,0,0,12.23,0,1,7,4,3,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
9196,58761,12111,1198,1,0,52.41,0,0,7,17,5,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
9197,22552,48040,563,1,0,22.63,0,1,4,9,5,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
9198,49761,59240,138,1,0,48.02,0,1,6,6,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
9199,41736,40572,1209,0,1,48.4,0,1,3,12,3,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
9200,20845,49116,495,1,0,83.8,0,0,7,20,6,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
9201,36437,7874,1039,0,1,24.92,1,0,6,22,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
9202,18238,6654,556,1,0,99.0,0,1,7,13,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
9203,32094,2092,685,0,0,75.16,0,0,1,6,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
9204,27546,15564,1496,1,0,43.05,0,0,6,17,5,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
9205,24459,14580,956,0,1,88.66,1,0,10,16,4,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
9206,55333,41018,289,1,1,45.12,1,1,9,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
9207,48405,63142,1143,1,1,64.51,1,1,9,10,3,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
9208,21030,57653,1159,1,0,14.0,1,0,10,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
9209,17880,62113,918,1,1,78.57,1,0,7,22,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
9210,26215,47652,283,0,0,19.75,0,0,1,20,6,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
9211,23863,63772,908,1,0,85.85,0,1,12,10,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
9212,24757,50663,75,0,1,27.28,1,0,6,13,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
9213,19487,9744,1260,1,1,73.83,1,1,8,15,6,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
9214,35509,54527,689,1,1,63.5,1,1,6,22,5,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
9215,27680,40158,471,0,1,55.45,0,1,12,22,6,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
9216,33524,1595,307,1,0,27.13,0,0,12,18,5,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
9217,57435,39751,171,1,0,30.62,0,1,4,4,4,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
9218,20134,32200,698,1,0,95.89,0,0,5,5,2,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
9219,49118,3085,664,0,0,57.31,1,1,11,9,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
9220,3973,31660,1374,1,0,4.0,1,1,4,2,2,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
9221,38512,20386,737,1,0,74.32,0,1,6,10,6,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
9222,8479,37449,556,0,0,33.79,1,0,5,0,4,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
9223,26066,6053,530,1,1,88.92,0,0,7,20,5,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
9224,41639,59194,667,0,1,38.03,1,0,10,18,6,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
9225,41641,58918,459,0,0,47.78,1,0,8,2,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
9226,16942,21589,1113,1,0,59.68,0,0,5,14,6,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
9227,5274,58974,557,0,0,52.82,0,0,10,18,6,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
9228,61512,28989,865,1,1,38.42,1,1,11,2,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
9229,33929,9865,264,1,1,90.32,1,1,1,8,4,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
9230,1061,25276,1333,1,0,86.17,1,1,3,0,4,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
9231,33140,39481,1432,1,0,27.24,0,0,1,19,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
9232,52779,40420,534,1,0,81.5,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
9233,27755,4161,543,1,1,72.34,0,0,5,7,4,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
9234,60205,23623,569,1,0,78.46,1,0,4,16,6,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
9235,33154,52221,1449,1,0,94.08,0,0,8,4,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0
9236,40885,48066,938,1,0,53.38,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
9237,65420,56210,653,0,0,34.08,0,1,6,12,3,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
9238,47895,5980,1495,1,0,57.32,1,0,2,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
9239,27910,27755,1395,1,1,21.67,1,0,9,5,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
9240,31145,24617,905,1,1,88.77,0,1,8,10,4,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
9241,12401,31125,170,1,1,63.54,0,1,10,10,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
9242,59696,31373,761,0,1,7.65,1,1,5,13,6,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
9243,1830,51456,908,0,0,14.39,0,1,8,23,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
9244,2443,6931,1104,1,0,31.61,1,1,9,23,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
9245,16537,39351,765,1,0,89.72,1,1,7,6,6,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
9246,55197,59205,817,1,0,28.43,1,1,12,1,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
9247,10521,29575,697,0,1,41.6,1,0,7,6,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
9248,12179,48536,201,1,0,75.03,1,0,10,11,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
9249,48621,11320,1009,1,1,2.61,1,0,9,11,5,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
9250,21123,36247,292,1,1,94.67,1,1,10,4,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
9251,51784,56394,119,1,1,95.78,1,0,3,11,2,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
9252,45299,30939,1438,1,0,10.62,1,1,4,16,3,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
9253,60645,55225,677,1,0,74.57,1,0,2,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
9254,23004,17612,460,0,0,39.26,0,1,12,3,5,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
9255,14842,54439,1467,0,0,46.04,1,1,10,13,6,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
9256,55529,45058,876,1,0,27.7,0,0,8,4,5,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
9257,9443,58718,1010,1,1,45.28,0,1,6,22,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
9258,64538,3633,1000,0,1,81.44,0,1,1,19,3,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
9259,38587,18577,823,0,0,88.98,0,0,10,16,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
9260,26741,30597,1445,1,1,61.33,0,1,8,18,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
9261,32204,1821,762,0,0,32.83,1,0,2,7,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
9262,5357,10005,135,1,1,24.7,1,1,9,16,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
9263,31445,14914,342,0,1,74.32,1,0,5,5,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
9264,17646,45847,290,1,1,6.18,0,0,4,9,3,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
9265,47302,19410,922,0,0,30.88,1,0,7,2,5,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
9266,31756,14353,260,0,1,18.48,1,0,12,8,3,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
9267,7856,61623,1210,1,1,27.95,0,1,8,12,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
9268,11225,43286,1012,0,1,58.05,1,1,1,19,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
9269,28768,29591,600,0,0,91.67,0,1,6,22,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
9270,51623,54788,818,0,0,0.87,1,0,2,12,4,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
9271,35875,7313,1182,1,1,44.64,1,0,11,2,3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
9272,28026,12894,755,0,1,5.58,0,1,12,6,3,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
9273,19480,5208,121,0,0,98.4,1,1,3,6,5,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
9274,43534,53529,1488,0,0,6.92,1,0,12,18,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
9275,51789,52058,242,0,1,23.01,0,0,8,21,6,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0
9276,26684,29266,1366,1,0,53.73,1,1,12,16,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
9277,9495,19406,147,1,0,10.63,0,0,4,14,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
9278,5633,17202,539,1,1,23.42,1,0,12,18,3,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
9279,55024,16932,1055,0,0,1.68,0,0,1,2,3,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0
9280,50776,47150,263,1,1,25.91,0,0,10,17,3,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
9281,1263,61505,1351,1,1,8.16,0,1,5,0,5,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
9282,7741,4669,733,1,1,43.63,1,0,8,17,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
9283,38791,27214,1254,1,1,3.82,0,1,6,5,5,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
9284,23201,52317,201,0,1,60.24,1,0,10,13,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
9285,35735,62975,1384,0,1,26.47,1,1,10,10,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
9286,61253,29426,846,0,1,23.86,1,0,1,9,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
9287,13972,10604,681,1,0,75.24,0,1,4,23,3,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
9288,65124,49144,1369,0,0,75.17,1,0,6,1,4,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
9289,42346,3365,749,0,0,57.89,1,0,10,17,3,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
9290,26574,24069,1343,0,1,71.49,1,0,9,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
9291,14403,43752,703,1,1,93.45,1,0,4,6,6,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
9292,5342,58591,484,1,0,66.27,1,1,6,17,4,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
9293,56158,23395,1459,1,0,28.43,0,0,8,0,4,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
9294,5833,42673,527,1,0,63.24,1,0,11,2,6,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
9295,18848,43207,632,1,1,12.27,1,0,3,0,6,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
9296,61116,23195,540,0,0,29.55,1,1,3,16,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
9297,42214,10183,94,1,0,42.66,1,0,11,19,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
9298,60509,40330,839,1,1,31.25,0,1,4,8,5,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
9299,17920,26284,278,1,0,99.32,0,0,2,21,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
9300,18935,43467,683,1,1,21.92,0,0,8,3,6,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
9301,23630,54680,431,1,1,95.33,0,0,9,6,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
9302,50086,26452,308,1,0,45.05,1,0,2,2,5,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
9303,19494,54856,949,0,0,6.09,0,1,7,3,6,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
9304,12174,21891,869,1,1,88.11,0,0,1,22,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
9305,29789,59457,360,0,1,62.03,1,1,6,8,5,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
9306,14480,7299,307,1,0,51.25,1,1,3,17,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
9307,32651,54536,866,1,0,31.78,0,0,12,8,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
9308,32788,48986,524,0,1,48.63,0,0,6,17,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
9309,21375,28780,566,1,1,14.46,0,1,9,4,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
9310,57408,3845,1484,0,0,79.35,0,1,9,6,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
9311,27447,63460,1275,0,0,64.6,1,1,8,6,2,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
9312,55605,42147,1120,0,1,75.31,1,0,11,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
9313,34239,21147,958,1,1,96.42,1,1,11,9,5,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
9314,41659,30498,1358,1,1,42.06,1,1,9,18,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
9315,9857,64199,686,1,1,35.33,0,1,12,0,4,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
9316,39336,13609,938,1,1,80.47,0,1,10,12,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
9317,43059,53846,1050,1,1,85.9,0,0,8,20,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
9318,14696,31388,499,0,0,7.34,1,1,11,13,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
9319,13720,60566,1008,0,0,82.5,0,1,12,11,4,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
9320,2424,39357,150,1,0,72.47,1,0,6,17,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
9321,56077,42004,644,1,1,91.93,0,1,1,21,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
9322,20984,31893,1209,1,1,31.75,1,0,8,18,3,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
9323,59807,37230,1160,1,1,42.68,0,0,4,6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
